Category_Value,Count
genre:Documentary;Mystery;Travel,60884
genre:Documentary;Nature,965444
genre:Documentary;Nature;Animals,546609
genre:Documentary;Nature;Animals;Environment,3348
genre:Documentary;Nature;Animals;Science,4104
genre:Documentary;Nature;Animals;Science;Environment,46859
genre:Documentary;Nature;Animals;Special,140555
genre:Documentary;Nature;Animals;Special;Environment,20808
genre:Documentary;Nature;Animals;Special;Science,41136
genre:Documentary;Nature;Animals;Travel;Miniseries,4932
genre:Documentary;Nature;Biography;Special,1905
genre:Documentary;Nature;Biography;Special;Science,17948
genre:Documentary;Nature;Educational;Science;History,1008
genre:Documentary;Nature;Environment,188642
genre:Documentary;Nature;History;Miniseries,153962
genre:Documentary;Nature;Hunting,1512
genre:Documentary;Nature;Miniseries,3995
genre:Documentary;Nature;News,737
genre:Documentary;Nature;Science,157346
genre:Documentary;Nature;Special,22569
genre:Documentary;Nature;Special;Environment,44565
genre:Documentary;Nature;Special;Science,1386
genre:Documentary;Nature;Travel,830
genre:Documentary;Nature;Travel;News,788
genre:Documentary;Nature;Travel;Outdoors,131816
genre:Documentary;Nature;Weather,35681
genre:Documentary;News,28534
genre:Documentary;News;History,6110
genre:Documentary;News;Public affairs,281
genre:Documentary;News;Science,87560
genre:Documentary;Outdoors,15612
genre:Documentary;Outdoors;Fishing;Hunting,2676
genre:Documentary;Paranormal,3438285
genre:Documentary;Paranormal;History,31169833
genre:Documentary;Paranormal;Science,896140
genre:Documentary;Paranormal;Science fiction;History,45872
genre:Documentary;Paranormal;Special,35658
genre:Documentary;Paranormal;Travel,895
genre:Documentary;Pro wrestling,4310135
genre:Documentary;Romance,45953
genre:Documentary;Science,12687791
genre:Documentary;Science fiction,42088
genre:Documentary;Science;Ancient history,11073
genre:Documentary;Science;History,679328
genre:Documentary;Science;History;Technology,3184414
genre:Documentary;Science;History;Technology;Ancient history,21759
genre:Documentary;Science;History;World history,39210
genre:Documentary;Science;Military;War,1020
genre:Documentary;Science;Miniseries,6239
genre:Documentary;Science;Miniseries;Environment,24736
genre:Documentary;Science;Technology,4944
genre:Documentary;Special,3522292
genre:Documentary;Special;Action,3127
genre:Documentary;Special;Ancient history,8326
genre:Documentary;Special;Auto racing,636
genre:Documentary;Special;Bodybuilding,92236
genre:Documentary;Special;Environment,1699
genre:Documentary;Special;Health,91280
genre:Documentary;Special;History,862919
genre:Documentary;Special;History;Ancient history,3067
genre:Documentary;Special;History;Military;War,3233
genre:Documentary;Special;History;War,51619
genre:Documentary;Special;History;War;American history,2531
genre:Documentary;Special;History;World history,5025
genre:Documentary;Special;Interview,5904
genre:Documentary;Special;Medical,3390
genre:Documentary;Special;Medical;History;Health,351880
genre:Documentary;Special;Military;War;World history,9792
genre:Documentary;Special;Mixed martial arts,2952
genre:Documentary;Special;Music,1773
genre:Documentary;Special;Music;Concert;Rock,3371
genre:Documentary;Special;Music;Hip-Hop & rap;R&B,1356
genre:Documentary;Special;Music;Rock,835
genre:Documentary;Special;Politics,231
genre:Documentary;Special;Pro wrestling,180356
genre:Documentary;Special;Science,586278
genre:Documentary;Special;Science;History,5225
genre:Documentary;Special;Science;History;American history,14047
genre:Documentary;Special;Science;Technology;World history,1366
genre:Documentary;Talk,4568
genre:Documentary;Technology,1741
genre:Documentary;Technology;American history,6498
genre:Documentary;Travel,976700
genre:Documentary;Travel;Boat,334
genre:Documentary;Travel;News,177281
genre:Documentary;Travel;Special,1801
genre:Documentary;Travel;Technology,5853
genre:Documentary;War,8555
genre:Documentary;Weather,345747
genre:Documentary;Weather;Science,763
genre:Documentary;World history,957
genre:Drag racing;Competition reality,53036
genre:Drama,72745900
genre:Drama;Action,15747023
genre:Drama;Action & Adventure;Sports,711777
genre:Drama;Action;History;War;Historical drama,436759
genre:Drama;Action;Horror,57858
genre:Drama;Action;Horror;Thriller,82613
genre:Drama;Action;Martial arts,428683
genre:Drama;Action;Military,2052350
genre:Drama;Action;Romance;Martial arts,258368
genre:Drama;Action;Sports,184657
genre:Drama;Action;Thriller,73361
genre:Drama;Action;Thriller;Action & Adventure,96453
genre:Drama;Action;Thriller;Science Fiction,13814
genre:Drama;Action;War;Historical drama,297271
genre:Drama;Action;War;Thriller,349855
genre:Drama;Action;Western,20414614
genre:Drama;Adventure,1808779
genre:Drama;Adventure;Action,15431631
genre:Drama;Adventure;Action;Historical drama,197765
genre:Drama;Adventure;Action;Thriller,39670
genre:Drama;Adventure;Action;Thriller;Action & Adventure;Sci-Fi & Fantasy;Sci-Fi,909453
genre:Drama;Adventure;Action;Thriller;Disaster,11379
genre:Drama;Adventure;Action;Western,10362
genre:Drama;Adventure;History;Historical drama,23469
genre:Drama;Adventure;History;Western,76395
genre:Drama;Adventure;Holiday,265070
genre:Drama;Adventure;Holiday;Action;Romance,4693
genre:Drama;Adventure;Holiday;Western,4947
genre:Drama;Adventure;Romance,23213
genre:Drama;Adventure;Science fiction;Action;Thriller;Action & Adventure,9800
genre:Drama;Adventure;Science fiction;Sci-Fi,240297
genre:Drama;Adventure;Suspense;Independent,11504
genre:Drama;Adventure;Thriller,9537
genre:Drama;Adventure;Western,2785135
genre:Drama;Adventure;Western;Dance;Romance,148079
genre:Drama;Adventure;Western;Historical drama,113562
genre:Drama;Adventure;Western;Miniseries,1668
genre:Drama;Anime,84802
genre:Drama;Anime;Running,78091
genre:Drama;Anime;Tennis,1686
genre:Drama;Biography,603346
genre:Drama;Biography;Historical drama,67833
genre:Drama;Biography;Holiday;History;Historical drama,10309
genre:Drama;Biography;Music,3456
genre:Drama;Biography;Music;Hip-Hop & rap,28034
genre:Drama;Biography;Music;Historical drama;Folk;Pop;Blues;R&B;Gospel;Soul;Jazz;Classical,14153
genre:Drama;Biography;Music;Pop;R&B;Gospel;Soul,28539
genre:Drama;Biography;Romance;Historical drama,67425
genre:Drama;Biography;War;Historical drama,200158
genre:Drama;Boxing;Sports,167120
genre:Drama;Comedy drama,6889458
genre:Drama;Comedy drama;Dark comedy,6294
genre:Drama;Comedy drama;Romance;Music & Musicals,9207
genre:Drama;Crime drama,1950530
genre:Drama;Crime drama;Action,953524
genre:Drama;Crime drama;Action;Thriller,577327
genre:Drama;Crime drama;Romance,17462
genre:Drama;Crime drama;Thriller,228862
genre:Drama;Crime drama;Western;Thriller,2930463
genre:Drama;Dance,485372
genre:Drama;Dark comedy,40805
genre:Drama;Docudrama,2772
genre:Drama;Docudrama;History,75598
genre:Drama;Historical drama,1477802
genre:Drama;Historical drama;Thriller,161328
genre:Drama;Holiday,468821
genre:Drama;Holiday;Action,1373181
genre:Drama;Holiday;Family,2628
genre:Drama;Holiday;Horror;Dark comedy,1925
genre:Drama;Holiday;Medical,679566
genre:Drama;Holiday;Medical;Western,40750
genre:Drama;Holiday;Romance,667586
genre:Drama;Holiday;Romance;Family,3756
genre:Drama;Holiday;Romantic comedy,22388
genre:Drama;Holiday;Western,1223663
genre:Drama;Horror,471773
genre:Drama;Horror;Dark comedy,3576
genre:Drama;Horror;Thriller,125119
genre:Drama;Horse,24562
genre:Drama;LGBTQ,863
genre:Drama;Law,456210
genre:Drama;Martial arts,343944
genre:Drama;Martial arts;Family,11491
genre:Drama;Medical,11830152
genre:Drama;Medical;Comedy drama,24092
genre:Drama;Medical;Western,3396107
genre:Drama;Miniseries,27626
genre:Drama;Miniseries;Historical drama,1225
genre:Drama;Miniseries;Historical drama;Literary/Book Based,1452
genre:Drama;Music,1824
genre:Drama;Music;Hip-Hop & rap,1368
genre:Drama;Music;Miniseries,49559
genre:Drama;Music;Romance,135914
genre:Drama;Music;Romance;Country,2216
genre:Drama;Music;Romance;Hip-Hop & rap,3934
genre:Drama;Musical,24889
genre:Drama;Musical;Music & Musicals,8207
genre:Drama;Outdoors,1220
genre:Drama;Outdoors;Shooting,10827
genre:Drama;Paranormal;Dark comedy,103935
genre:Drama;Paranormal;Science fiction;Horror;Thriller,33544
genre:Drama;Politics,3330337
genre:Drama;Religious;Miniseries;War,15288
genre:Drama;Romance,27283035
genre:Drama;Romance;Historical drama,298274
genre:Drama;Romance;Horror;Thriller,11542
genre:Drama;Romance;LGBTQ,7412
genre:Drama;Romance;Music & Musicals,3340
genre:Drama;Romance;Musical,12695
genre:Drama;Romance;Romantic comedy,23359
genre:Drama;Romantic comedy,154189
genre:Drama;Science fiction,235683
genre:Drama;Science fiction;Action;Horror,53117
genre:Drama;Science fiction;Action;Thriller,313477
genre:Drama;Science fiction;Action;Thriller;Sci-Fi,81944
genre:Drama;Science fiction;Holiday;Horror,2742
genre:Drama;Science fiction;Horror,15237136
genre:Drama;Science fiction;Horror;Thriller,10312
genre:Drama;Science fiction;Horror;Thriller;Sci-Fi,780860
genre:Drama;Science fiction;Romance;Thriller,25106
genre:Drama;Science fiction;Sci-Fi,159303
genre:Drama;Science fiction;Thriller,363135
genre:Drama;Soap,35892
genre:Drama;Special,817299
genre:Drama;Special;Health,10647
genre:Drama;Special;Performing arts,29990
genre:Drama;Special;Religious,2880
genre:Drama;Special;Theater;Musical,16757
genre:Drama;Special;Thriller,1674
genre:Drama;Sports,895404
genre:Drama;Suspense;Historical drama,8164
genre:Drama;Suspense;LGBTQ,6912
genre:Drama;Suspense;Thriller,82469
genre:Drama;Thriller,8972000
genre:Drama;Thriller;Sci-Fi,239749
genre:Drama;War,78652
genre:Drama;War;Historical drama,47340
genre:Drama;Western,112320420
genre:Drama;Western;Family Television,1289157
genre:Drama;Western;Historical drama,283241
genre:Drama;Western;LGBTQ,33027
genre:Drama;Western;Miniseries,26370
genre:Drama;Western;Romance,30091
genre:Educational,13949
genre:Educational;Adventure;History;Diving,979664
genre:Educational;Animals,4111
genre:Educational;Animals;Special;Science;Environment,6501
genre:Educational;Cooking,749651
genre:Educational;Cooking;Holiday,1071
genre:Educational;Cooking;How-to,319257
genre:Educational;How-to;Art,1329018
genre:Educational;Science,17643
genre:Entertainment,341051467
genre:Entertainment;Adventure,2632
genre:Entertainment;Adventure;Home improvement,16065
genre:Entertainment;Auto,1232
genre:Entertainment;Auto;Competition reality,3170
genre:Entertainment;Auto;How-to,137
genre:Entertainment;Comedy,259795
genre:Entertainment;Comedy;Game show,47483
genre:Entertainment;Comedy;Game show;Family;Game Show,40892
genre:Entertainment;Comedy;Holiday;Interview;Talk,1050
genre:Entertainment;Comedy;Holiday;Interview;Talk;Celebrity,6107
genre:Entertainment;Comedy;Interview;Talk,32209
genre:Entertainment;Comedy;Interview;Talk;Celebrity,81452
genre:Entertainment;Comedy;Interview;Talk;Celebrity;Talk show,2281
genre:Entertainment;Comedy;Interview;Talk;Talk Show;Celebrity,5540
genre:Entertainment;Competition reality,4738988
genre:Entertainment;Cooking,216092
genre:Entertainment;Cooking;Holiday,9055
genre:Entertainment;Crime,1336
genre:Entertainment;Crime;Mystery;Newsmagazine,1968
genre:Entertainment;Crime;Talk,282503
genre:Entertainment;Documentary,792147
genre:Entertainment;Documentary;Action sports,4756
genre:Entertainment;Documentary;Adventure,191702
genre:Entertainment;Documentary;Auto,336
genre:Entertainment;Documentary;Comedy,103011
genre:Entertainment;Documentary;Comedy;Special;Standup,1176
genre:Entertainment;Documentary;Crime,77319
genre:Entertainment;Documentary;Horror,15014
genre:Entertainment;Documentary;Music;TV Series,4495
genre:Entertainment;Documentary;Special,25045
genre:Entertainment;Drama;Biography;Music;Miniseries,1368
genre:Entertainment;Event;Mountain biking,3950
genre:Entertainment;Game show,30314
genre:Entertainment;Game show;Horror;Competition reality,171075
genre:Entertainment;Health,51775104
genre:Entertainment;History;Western,7228
genre:Entertainment;Home improvement,309703
genre:Entertainment;Horror,13720
genre:Entertainment;Music;Concert,1336
genre:Entertainment;Music;TV Series,8523
genre:Entertainment;News,3632
genre:Entertainment;Pro wrestling,16330
genre:Entertainment;Soccer,3433
genre:Entertainment;Special,157868
genre:Entertainment;Special;Standup,8484
genre:Entertainment;Talk,4946
genre:Entertainment;Talk;Pro wrestling,48391
genre:Environment,4260
genre:Fantasy,558437
genre:Fantasy;Action,604929
genre:Fantasy;Action;Anime,1518
genre:Fantasy;Action;Anime;Thriller,274
genre:Fantasy;Action;Horror,2072
genre:Fantasy;Action;Western;Martial arts,70676
genre:Fantasy;Adventure,91496
genre:Fantasy;Adventure;Action,165642
genre:Fantasy;Adventure;Action;Family,8570
genre:Fantasy;Adventure;Action;Horror,17432
genre:Fantasy;Adventure;Action;Thriller,71090
genre:Fantasy;Adventure;Anime,13973
genre:Fantasy;Adventure;Holiday,6822
genre:Fantasy;Adventure;Science fiction,4323010
genre:Fantasy;Adventure;Science fiction;Action,112411
genre:Fantasy;Adventure;Science fiction;Action;Action & Adventure;Sci-Fi & Fantasy;Sci-Fi,597672
genre:Fantasy;Adventure;Science fiction;Action;Sci-Fi,4951577
genre:Fantasy;Animated,4668
genre:Fantasy;Animated;Adventure,3858
genre:Fantasy;Animated;Comedy;Adventure;Family,41
genre:Fantasy;Animated;Comedy;Adventure;Science fiction;Action,13551
genre:Fantasy;Anime,3936
genre:Fantasy;Anthology;Drama;Science fiction;Thriller,1672050
genre:Fantasy;Anthology;Science fiction;Thriller,25481
genre:Fantasy;Comedy,79982
genre:Fantasy;Comedy drama;Anime,763
genre:Fantasy;Comedy;Action,3073
genre:Fantasy;Comedy;Action;Horror;Musical,1808
genre:Fantasy;Comedy;Adventure,74146
genre:Fantasy;Comedy;Adventure;Action,17674
genre:Fantasy;Comedy;Adventure;Science fiction;Sci-Fi,660515
genre:Fantasy;Comedy;Adventure;Science fiction;Western;Sci-Fi,255868
genre:Fantasy;Comedy;Anime,3935
genre:Fantasy;Comedy;Comedy drama,54608
genre:Fantasy;Comedy;Drama,3805
genre:Fantasy;Comedy;Holiday,27619
genre:Fantasy;Comedy;Horror,2664
genre:Fantasy;Comedy;Science fiction;Romance,13625
genre:Fantasy;Comedy;Thriller,9957
genre:Fantasy;Crime;Mystery;Drama,7888
genre:Fantasy;Documentary,924
genre:Fantasy;Drama,6147541
genre:Fantasy;Drama;Action;Thriller,92488
genre:Fantasy;Drama;Adventure,539199
genre:Fantasy;Drama;Adventure;Action,19644
genre:Fantasy;Drama;Adventure;Action;Horror,22284
genre:Fantasy;Drama;Adventure;Science fiction,2554324
genre:Fantasy;Drama;Anime,21288
genre:Fantasy;Drama;Comedy drama;Horror,142747
genre:Fantasy;Drama;Holiday,72197
genre:Fantasy;Drama;Holiday;Romance,5340616
genre:Fantasy;Drama;Paranormal;Horror,49727
genre:Fantasy;Drama;Romance,877026
genre:Fantasy;Drama;Romance;Thriller,16103
genre:Fantasy;Drama;Science fiction,171284
genre:Fantasy;Drama;Thriller;Dark comedy,2960
genre:Fantasy;Holiday;Comedy drama;Romance,9893
genre:Fantasy;Holiday;Romance,6813
genre:Fantasy;Holiday;Romantic comedy,6687
genre:Fantasy;Horror;Dark comedy,853964
genre:Fantasy;Horror;Thriller,23125
genre:Fantasy;Mystery;Drama,43475
genre:Fantasy;Mystery;Drama;Horror;Thriller;Sci-Fi & Fantasy,8818
genre:Fantasy;Mystery;Horror;Thriller,2720
genre:Fantasy;Romance,92191
genre:Fantasy;Romantic comedy,4212222
genre:Fantasy;Science fiction;Action;Horror,13337
genre:Fantasy;Science fiction;Crime drama,144890
genre:Fantasy;Science fiction;Holiday;Crime drama,1674
genre:Fantasy;Sitcom;Holiday;Romance;Romantic comedy,28323
genre:Fantasy;Sitcom;Romance;Romantic comedy,5882479
genre:Fashion,163985
genre:Fishing,3469109
genre:Football,2427
genre:Football;Arena football,10461
genre:Football;Comedy drama,9290383
genre:Game show,144010743
genre:Game show;Action,2754
genre:Game show;Billiards,602
genre:Game show;Competition reality,1618
genre:Game show;Holiday,6933
genre:Game show;News,1171
genre:Health,84915
genre:Health;Exercise,4624
genre:Historical drama,62436
